CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,Churn,patient_id
CUS-001628,30.0,Female,San Francisco,Silver,11,1720.32,Fashion,2024-08-12,0.09,5.0,0,16,Had issues with delivery for electronics.,0,055
CUS-001629,50.0,Male,Boston,Silver,46,477.84,Grocery,2025-01-14,0.41,69.8,80,7,Books products exceeded my expectations.,0,055
CUS-001630,65.0,Male,Dallas,Silver,48,807.21,Grocery,2025-03-20,0.24,96.1,313,7,Not satisfied with the fashion products.,0,055
CUS-001631,69.0,Male,Chicago,Platinum,26,971.55,Books,2023-07-11,0.13,36.5,205,7,Grocery products exceeded my expectations.,0,055
CUS-001632,18.0,Female,Houston,Gold,27,1152.72,Electronics,2025-01-11,0.23,5.6,272,5,"Loved the beauty selection, very happy!",0,055
CUS-001633,69.0,Male,San Francisco,Silver,27,545.07,Electronics,2025-01-14,0.28,6.2,106,8,Fast shipping and excellent electronics options!,0,055
CUS-001634,47.0,Male,Dallas,Silver,26,5167.07,Fashion,2023-06-30,0.65,5.0,0,2,Toys products exceeded my expectations.,0,055
CUS-001635,18.0,Male,Chicago,Silver,2,52.63,Grocery,2025-03-20,0.65,115.8,141,1,Amazing quality and great customer service in grocery.,0,055
CUS-001636,67.0,Male,Chicago,Gold,46,904.04,Grocery,2024-10-30,0.65,17.8,142,7,Sports selection could be better.,1,055
CUS-001637,31.0,Male,Houston,Silver,43,761.77,Beauty,2025-01-20,0.2,5.0,0,7,Amazing quality and great customer service in electronics.,0,055
CUS-001638,69.0,Female,Miami,Platinum,13,5272.53,Grocery,2024-08-12,0.43,27.7,117,7,"Loved the home selection, very happy!",0,055
CUS-001639,22.0,Male,Dallas,Silver,26,1234.56,Books,2024-03-31,0.28,5.0,118,5,"Loved the home selection, very happy!",0,055
CUS-001640,67.0,Female,Boston,Silver,30,795.66,Toys,2024-05-23,0.29,55.7,131,4,"Loved the grocery selection, very happy!",0,055
CUS-001641,69.0,Male,Miami,Silver,43,52.63,Electronics,2024-06-04,0.01,84.0,0,11,Very satisfied with my electronics purchase.,0,055
CUS-001642,61.0,Female,Boston,Gold,20,373.01,Home,2025-01-14,0.28,70.9,132,7,Very satisfied with my electronics purchase.,0,055
CUS-001643,69.0,Female,Boston,Gold,46,686.02,Fashion,2024-06-04,0.28,99.6,371,7,Toys selection could be better.,0,055
CUS-001644,18.0,Non-binary,San Francisco,Silver,19,166.69,Books,2025-04-14,0.26,21.0,251,1,Amazing quality and great customer service in sports.,0,055
CUS-001645,64.0,Female,Dallas,Silver,31,52.63,Fashion,2024-08-12,0.2,56.8,0,7,"Loved the sports selection, very happy!",0,055
CUS-001646,18.0,Male,San Francisco,Silver,54,1139.66,Electronics,2024-03-31,0.17,33.9,88,6,Amazing quality and great customer service in home.,0,055
CUS-001647,48.0,Female,Houston,Silver,8,722.66,Toys,2025-04-14,0.38,115.7,143,6,Amazing quality and great customer service in toys.,0,055
CUS-001648,21.0,Male,San Francisco,Silver,6,1067.97,Beauty,2024-02-06,0.65,112.0,139,8,Beauty products exceeded my expectations.,0,055
CUS-001649,18.0,Male,Boston,Gold,3,510.09,Grocery,2024-07-25,0.65,28.0,257,6,Toys products exceeded my expectations.,0,055
CUS-001650,69.0,Non-binary,Miami,Silver,41,52.63,Sports,2024-09-17,0.17,95.3,0,1,"Service needs improvement, especially for toys.",0,056
CUS-001651,69.0,Male,Chicago,Silver,48,1086.27,Toys,2023-06-30,0.01,17.8,0,8,Fast shipping and excellent beauty options!,0,056
CUS-001652,18.0,Female,Houston,Silver,19,52.63,Electronics,2025-01-14,0.05,76.0,239,3,Fast shipping and excellent home options!,1,056
CUS-001653,45.0,Female,Los Angeles,Gold,21,1664.61,Electronics,2024-10-30,0.22,102.0,0,7,"Service needs improvement, especially for toys.",0,056
CUS-001654,18.0,Male,Miami,Gold,2,277.36,Books,2025-03-20,0.65,68.3,137,7,Disappointed with the recent home purchase.,0,056
CUS-001655,69.0,Female,Chicago,Silver,35,285.11,Beauty,2025-01-14,0.01,15.1,8,12,Not satisfied with the books products.,1,056
CUS-001656,56.0,Female,Los Angeles,Silver,32,52.63,Fashion,2023-08-16,0.61,72.4,278,8,Fast shipping and excellent beauty options!,0,056
CUS-001657,56.0,Male,San Francisco,Gold,9,1103.68,Fashion,2025-01-14,0.65,5.0,104,3,Fast shipping and excellent sports options!,0,056
CUS-001658,51.0,Female,Dallas,Silver,23,862.86,Beauty,2024-03-31,0.56,112.5,371,7,Very satisfied with my beauty purchase.,0,056
CUS-001659,47.0,Male,Boston,Silver,44,52.63,Electronics,2025-03-20,0.27,92.4,199,11,"Loved the home selection, very happy!",0,056
CUS-001660,69.0,Male,Dallas,Silver,16,52.63,Toys,2024-05-23,0.54,88.3,0,1,Very satisfied with my sports purchase.,0,056
CUS-001661,18.0,Male,San Francisco,Gold,2,52.63,Electronics,2024-10-30,0.44,74.1,291,7,Amazing quality and great customer service in electronics.,0,056
CUS-001662,58.0,Male,San Francisco,Silver,48,959.49,Beauty,2024-10-30,0.2,5.0,162,7,Fast shipping and excellent books options!,0,056
CUS-001663,69.0,Male,San Francisco,Silver,48,554.71,Toys,2024-03-31,0.55,9.5,84,7,Beauty products exceeded my expectations.,0,056
CUS-001664,55.0,Male,Dallas,Gold,39,52.63,Toys,2025-01-14,0.57,5.4,0,7,Very satisfied with my toys purchase.,0,056
CUS-001665,31.0,Female,Houston,Silver,2,52.63,Home,2025-03-23,0.27,89.8,0,7,"Loved the sports selection, very happy!",0,056
CUS-001666,69.0,Male,New York,Gold,26,1116.29,Grocery,2024-10-30,0.1,71.2,43,6,Very satisfied with my toys purchase.,0,056
CUS-001667,40.0,Male,Houston,Silver,16,52.63,Sports,2025-03-14,0.12,58.4,0,6,"Loved the toys selection, very happy!",0,056
CUS-001668,69.0,Female,Chicago,Silver,31,503.06,Grocery,2023-09-03,0.46,96.1,0,4,Amazing quality and great customer service in toys.,0,056
CUS-001669,18.0,Male,Miami,Gold,15,356.89,Grocery,2025-03-20,0.13,5.0,161,6,Had issues with delivery for electronics.,0,056
CUS-001670,49.0,Male,New York,Silver,2,377.49,Grocery,2025-01-14,0.38,72.2,197,7,Fast shipping and excellent beauty options!,0,056
CUS-001671,69.0,Male,Houston,Gold,18,834.95,Electronics,2025-01-11,0.01,68.1,217,9,Very satisfied with my books purchase.,0,056
CUS-001672,22.0,Female,Miami,Silver,70,909.77,Books,2024-08-12,0.44,5.0,371,10,"Loved the fashion selection, very happy!",0,056
CUS-001673,18.0,Male,San Francisco,Silver,19,704.32,Electronics,2025-01-14,0.48,55.6,125,3,Toys selection could be better.,0,056
CUS-001674,69.0,,Chicago,Silver,44,866.01,Grocery,2024-10-03,0.16,5.0,32,11,Very satisfied with my fashion purchase.,0,056
CUS-001675,69.0,Female,San Francisco,Platinum,18,52.63,Books,2025-01-14,0.39,115.7,237,7,Fast shipping and excellent grocery options!,0,056
CUS-001676,49.0,Female,Houston,Platinum,30,163.55,Grocery,2025-03-20,0.23,18.5,0,8,Very satisfied with my home purchase.,0,056
CUS-001677,69.0,Female,Boston,Gold,25,52.63,Beauty,2023-09-03,0.01,120.1,69,8,Had issues with delivery for electronics.,0,056
CUS-001678,68.0,Male,Miami,Silver,12,1896.96,Fashion,2024-01-26,0.18,88.9,0,7,Fashion products exceeded my expectations.,0,056
CUS-001679,18.0,Male,Miami,Gold,21,419.81,Toys,2025-03-20,0.01,25.4,142,9,Amazing quality and great customer service in books.,0,056
CUS-001680,18.0,Female,Dallas,Silver,12,465.23,Sports,2025-01-01,0.01,64.2,0,7,Amazing quality and great customer service in books.,0,057
CUS-001681,54.0,,Chicago,Silver,48,771.77,Home,2023-09-01,0.09,104.5,371,8,Fast shipping and excellent home options!,1,057
CUS-001682,69.0,Male,Houston,Silver,22,1107.63,Grocery,2024-01-25,0.15,98.6,56,3,Sports products exceeded my expectations.,0,057
CUS-001683,67.0,Female,San Francisco,Silver,12,52.63,Grocery,2025-01-14,0.06,121.0,10,7,Home products exceeded my expectations.,0,057
CUS-001684,54.0,Male,San Francisco,Gold,18,52.63,Grocery,2025-03-20,0.53,105.5,0,6,Very satisfied with my grocery purchase.,0,057
CUS-001685,18.0,,New York,Silver,3,2965.63,Grocery,2025-03-20,0.53,14.6,273,8,Beauty products exceeded my expectations.,0,057
CUS-001686,22.0,Female,Houston,Platinum,7,52.63,Sports,2025-03-20,0.65,5.0,171,8,"Loved the electronics selection, very happy!",0,057
CUS-001687,18.0,Male,Miami,Silver,13,448.53,Sports,2023-09-03,0.07,73.9,84,8,"Loved the grocery selection, very happy!",0,057
CUS-001688,30.0,Male,Miami,Gold,5,240.55,Sports,2024-05-23,0.65,25.9,329,7,Amazing quality and great customer service in grocery.,0,057
CUS-001689,18.0,Female,Houston,Gold,23,517.17,Beauty,2025-03-25,0.19,61.9,371,5,Very satisfied with my grocery purchase.,0,057
CUS-001690,45.0,Female,Miami,Gold,4,494.08,Sports,2024-11-12,0.26,47.9,294,6,"Loved the toys selection, very happy!",0,057
CUS-001691,64.0,Male,New York,Silver,5,860.92,Books,2025-03-20,0.17,106.0,0,7,"Service needs improvement, especially for toys.",0,057
CUS-001692,69.0,Female,Chicago,Silver,27,909.85,Electronics,2025-01-14,0.01,97.2,0,6,Amazing quality and great customer service in beauty.,0,057
CUS-001693,25.0,Male,Boston,Silver,32,560.81,Home,2025-03-23,0.63,81.6,321,9,Toys selection could be better.,1,057
CUS-001694,58.0,Female,San Francisco,Silver,59,52.63,Grocery,2025-01-14,0.01,82.8,260,8,"Loved the grocery selection, very happy!",0,057
CUS-001695,54.0,Male,Boston,Silver,25,579.2,Sports,2024-06-28,0.05,19.9,22,7,Had issues with delivery for sports.,0,057
CUS-001696,69.0,Female,New York,Silver,61,52.63,Beauty,2025-01-14,0.28,15.5,0,1,Very satisfied with my toys purchase.,0,057
CUS-001697,31.0,Male,Dallas,Platinum,70,317.25,Toys,2025-01-14,0.33,5.0,0,2,Disappointed with the recent home purchase.,1,057
CUS-001698,41.0,Non-binary,New York,Silver,27,495.63,Beauty,2025-03-20,0.31,77.1,114,7,Fast shipping and excellent fashion options!,1,057
CUS-001699,43.0,Female,Boston,Silver,2,1184.16,Toys,2023-08-16,0.54,25.6,0,8,Fast shipping and excellent books options!,1,057
CUS-001700,25.0,Female,Chicago,Silver,4,52.63,Toys,2025-01-14,0.11,83.0,0,6,Books selection could be better.,0,057
CUS-001701,,Male,New York,Silver,10,120.82,Fashion,2024-03-31,0.65,46.5,0,8,Fast shipping and excellent books options!,0,057
CUS-001702,18.0,Male,San Francisco,Silver,21,850.79,Electronics,2025-03-20,0.14,93.3,254,3,Very satisfied with my electronics purchase.,1,057
CUS-001703,38.0,Female,Houston,Silver,12,591.62,Toys,2025-01-14,0.52,76.6,327,3,Fashion products exceeded my expectations.,0,057
CUS-001704,38.0,Male,Dallas,Gold,18,929.44,Fashion,2025-01-14,0.09,5.0,14,1,Amazing quality and great customer service in electronics.,0,057
CUS-001705,69.0,Female,New York,Silver,24,52.63,Fashion,2025-01-14,0.02,109.6,83,6,"Loved the electronics selection, very happy!",0,057
CUS-001706,56.0,Female,Boston,Silver,5,52.63,Toys,2023-08-16,0.39,5.0,0,7,Disappointed with the recent books purchase.,0,057
CUS-001707,60.0,Female,San Francisco,Silver,24,1135.36,Grocery,2025-01-11,0.34,5.0,72,7,Amazing quality and great customer service in home.,0,057
CUS-001708,55.0,Female,Miami,Silver,17,1077.94,Home,2023-08-31,0.46,75.2,150,4,Amazing quality and great customer service in fashion.,0,057
CUS-001709,18.0,Female,Miami,Silver,7,52.63,Sports,2024-01-27,0.03,87.9,0,3,Had issues with delivery for fashion.,0,057
CUS-001710,18.0,Non-binary,Chicago,Platinum,9,52.63,Books,2023-09-01,0.35,103.7,280,8,Fast shipping and excellent fashion options!,0,058
CUS-001711,69.0,Male,San Francisco,Platinum,26,71.01,Electronics,2024-05-08,0.65,83.4,41,6,Disappointed with the recent books purchase.,0,058
CUS-001712,18.0,Male,San Francisco,Gold,2,52.63,Beauty,2024-10-30,0.01,90.9,43,8,"Service needs improvement, especially for sports.",0,058
CUS-001713,18.0,Female,Houston,Silver,24,1186.67,Sports,2025-03-20,0.65,51.4,254,1,Amazing quality and great customer service in beauty.,0,058
CUS-001714,44.0,Female,San Francisco,Gold,33,2137.97,Books,2025-01-01,0.65,97.4,371,1,"Loved the home selection, very happy!",0,058
CUS-001715,58.0,Male,New York,Silver,39,1009.67,Toys,2025-01-14,0.23,5.0,0,8,Fast shipping and excellent fashion options!,0,058
CUS-001716,58.0,Female,Boston,Silver,70,1094.75,Sports,2024-04-23,0.26,6.1,371,17,"Loved the books selection, very happy!",0,058
CUS-001717,51.0,Female,Houston,Gold,9,173.6,Sports,2025-01-14,0.01,5.0,8,5,"Loved the home selection, very happy!",0,058
CUS-001718,33.0,Male,New York,Gold,43,1004.31,Toys,2025-01-14,0.65,5.0,283,6,Amazing quality and great customer service in electronics.,0,058
CUS-001719,61.0,Female,Houston,Silver,2,52.63,Beauty,2024-09-17,0.02,111.3,91,6,Very satisfied with my fashion purchase.,0,058
CUS-001720,69.0,Female,New York,Silver,20,52.63,Grocery,2025-04-17,0.3,115.8,371,5,Fashion products exceeded my expectations.,0,058
CUS-001721,69.0,Female,Houston,Silver,48,364.02,Grocery,2025-05-31,0.01,12.6,0,6,Toys selection could be better.,0,058
CUS-001722,18.0,Male,Boston,Silver,23,1450.13,Books,2025-03-20,0.43,7.9,259,1,Fast shipping and excellent toys options!,0,058
CUS-001723,18.0,Female,New York,Silver,4,5278.97,Grocery,2025-03-20,0.39,72.0,0,7,Fashion products exceeded my expectations.,0,058
CUS-001724,42.0,Male,Houston,Silver,21,306.86,Electronics,2025-01-14,0.01,127.8,70,7,Toys selection could be better.,0,058
CUS-001725,25.0,Male,Chicago,Silver,2,1060.28,Electronics,2024-02-06,0.54,23.0,42,7,Not satisfied with the sports products.,0,058
CUS-001726,36.0,Male,Houston,Silver,26,1058.9,Books,2025-01-14,0.05,25.0,235,6,Fast shipping and excellent beauty options!,0,058
CUS-001727,69.0,Male,Boston,Silver,25,177.33,Electronics,2024-02-15,0.39,114.5,342,8,Very satisfied with my toys purchase.,0,058
CUS-001728,32.0,Male,Houston,Silver,31,509.71,Home,2024-01-04,0.01,33.8,246,8,Fast shipping and excellent sports options!,0,058
CUS-001729,24.0,Female,New York,Silver,4,702.26,Grocery,2024-10-30,0.62,103.5,366,7,Fast shipping and excellent beauty options!,0,058
CUS-001730,49.0,Male,Chicago,Silver,33,245.09,Grocery,2024-03-31,0.3,38.8,2,8,Very satisfied with my toys purchase.,0,058
CUS-001731,31.0,Male,New York,Silver,2,52.63,Grocery,2024-05-22,0.01,127.2,14,4,Very satisfied with my electronics purchase.,0,058
CUS-001732,54.0,Male,Miami,Silver,4,52.63,Home,2024-10-30,0.01,105.8,0,8,Grocery products exceeded my expectations.,0,058
CUS-001733,18.0,Male,New York,Silver,5,750.01,Grocery,2024-10-05,0.42,119.6,371,6,Amazing quality and great customer service in fashion.,0,058
CUS-001734,24.0,Female,Houston,Silver,2,52.63,Fashion,2024-04-23,0.46,111.6,59,7,Very satisfied with my beauty purchase.,0,058
CUS-001735,26.0,Male,Houston,Platinum,4,52.63,Electronics,2025-03-20,0.17,100.0,211,1,Very satisfied with my toys purchase.,0,058
CUS-001736,69.0,Non-binary,Houston,Gold,19,1120.01,Grocery,2024-03-31,0.44,14.5,150,1,Amazing quality and great customer service in books.,1,058
CUS-001737,69.0,Female,Boston,Silver,34,298.59,Fashion,2025-03-20,0.17,116.1,12,7,Had issues with delivery for grocery.,0,058
CUS-001738,18.0,Female,Chicago,Silver,2,1139.65,Sports,2024-04-23,0.65,24.1,153,12,Amazing quality and great customer service in books.,0,058
CUS-001739,18.0,Male,Houston,Silver,8,1164.14,Fashion,2024-03-31,0.08,23.3,6,7,Amazing quality and great customer service in sports.,1,058
CUS-001740,62.0,Male,New York,Silver,8,885.98,Sports,2025-03-23,0.53,15.8,0,7,Not satisfied with the beauty products.,1,059
CUS-001741,69.0,Male,Houston,Gold,44,228.06,Books,2025-03-20,0.01,79.7,85,8,Very satisfied with my grocery purchase.,0,059
CUS-001742,43.0,Female,San Francisco,Platinum,70,1750.43,Sports,2024-06-12,0.29,31.9,147,7,Very satisfied with my home purchase.,0,059
CUS-001743,18.0,Male,New York,Gold,2,8749.24,Home,2024-08-12,0.04,63.9,100,6,Amazing quality and great customer service in sports.,0,059
CUS-001744,18.0,Male,New York,Silver,2,572.21,Sports,2025-01-14,0.01,38.4,82,11,Amazing quality and great customer service in beauty.,0,059
CUS-001745,62.0,Male,San Francisco,Silver,17,812.32,Beauty,2023-08-27,0.01,71.0,0,5,Very satisfied with my sports purchase.,0,059
CUS-001746,49.0,Female,San Francisco,Silver,19,1043.17,Grocery,2023-08-16,0.01,91.6,173,9,"Loved the home selection, very happy!",0,059
CUS-001747,19.0,Male,New York,Gold,25,1116.22,Electronics,2023-08-16,0.41,40.4,320,4,Very satisfied with my books purchase.,0,059
CUS-001748,69.0,Male,Dallas,Silver,24,1236.14,Grocery,2025-01-11,0.19,32.1,0,5,Fast shipping and excellent books options!,0,059
CUS-001749,22.0,Female,Chicago,Gold,17,3863.91,Books,2024-05-23,0.23,34.4,61,7,Disappointed with the recent beauty purchase.,1,059
CUS-001750,18.0,Male,Boston,Gold,27,1091.99,Books,2025-01-11,0.18,43.5,248,6,Very satisfied with my electronics purchase.,0,059
CUS-001751,18.0,Male,Houston,Silver,32,685.3,Books,2025-03-25,0.21,9.8,302,5,Fast shipping and excellent books options!,0,059
CUS-001752,69.0,Male,Houston,Silver,13,422.5,Fashion,2024-01-26,0.02,103.2,0,3,Very satisfied with my grocery purchase.,0,059
CUS-001753,18.0,Male,Boston,Silver,12,687.0,Beauty,2023-11-17,0.41,54.3,371,12,Fast shipping and excellent grocery options!,0,059
CUS-001754,44.0,Male,Los Angeles,Silver,16,718.3,Beauty,2025-03-20,0.65,141.7,145,11,Fast shipping and excellent books options!,0,059
CUS-001755,69.0,Female,Dallas,Silver,41,826.75,Sports,2023-09-03,0.47,108.0,110,12,Beauty products exceeded my expectations.,0,059
CUS-001756,46.0,Male,Houston,Silver,70,8074.85,Books,2023-09-01,0.1,5.0,140,8,Had issues with delivery for beauty.,0,059
CUS-001757,18.0,Female,Miami,Silver,13,4212.48,Sports,2023-10-11,0.03,12.6,122,8,Amazing quality and great customer service in fashion.,0,059
CUS-001758,69.0,Male,San Francisco,Gold,10,769.86,Toys,2025-01-27,0.55,25.8,0,7,Amazing quality and great customer service in electronics.,0,059
CUS-001759,46.0,Male,New York,Silver,62,301.56,Home,2024-09-15,0.01,88.6,247,16,Very satisfied with my fashion purchase.,0,059
CUS-001760,18.0,Male,Houston,Silver,19,52.63,Toys,2025-03-20,0.36,34.9,339,7,"Loved the home selection, very happy!",1,059
CUS-001761,25.0,Female,Chicago,Silver,12,52.63,Books,2025-03-14,0.42,91.3,52,7,"Loved the beauty selection, very happy!",0,059
CUS-001762,56.0,Male,San Francisco,Silver,2,846.12,Toys,2025-03-20,0.65,99.3,120,6,Sports selection could be better.,0,059
CUS-001763,18.0,Male,Los Angeles,Gold,21,1009.53,Grocery,2023-09-30,0.58,29.6,371,6,"Loved the beauty selection, very happy!",0,059
CUS-001764,69.0,Male,Chicago,Gold,48,1171.38,Fashion,2025-01-14,0.18,39.4,340,6,Toys selection could be better.,0,059
CUS-001765,24.0,Male,Boston,Gold,3,3500.85,Sports,2025-01-14,0.65,63.9,258,7,Fast shipping and excellent home options!,0,059
CUS-001766,18.0,Male,New York,Gold,8,1972.55,Beauty,2023-08-16,0.01,13.9,175,8,Amazing quality and great customer service in books.,0,059
CUS-001767,69.0,Female,New York,Platinum,22,52.63,Home,2024-10-20,0.2,44.9,184,12,"Service needs improvement, especially for beauty.",0,059
CUS-001768,69.0,Male,New York,Silver,48,1229.5,Grocery,2025-01-14,0.65,11.6,49,8,Amazing quality and great customer service in fashion.,0,059
CUS-001769,43.0,Male,Chicago,Platinum,28,52.63,Sports,2025-01-14,0.42,46.0,0,4,Very satisfied with my toys purchase.,0,059
CUS-001770,47.0,Male,Boston,Silver,22,873.39,Grocery,2025-01-14,0.47,101.4,37,1,Fast shipping and excellent books options!,0,060
CUS-001771,68.0,Female,Chicago,Silver,44,1130.44,Home,2025-01-14,0.39,30.4,108,7,Home selection could be better.,0,060
CUS-001772,69.0,Male,New York,Silver,32,1323.21,Grocery,2025-01-14,0.55,84.9,50,7,Toys products exceeded my expectations.,0,060
CUS-001773,54.0,Non-binary,Chicago,Silver,7,1053.8,Sports,2025-01-14,0.41,77.9,309,3,Fast shipping and excellent electronics options!,0,060
CUS-001774,28.0,Male,Los Angeles,Silver,4,278.42,Books,2025-01-14,0.01,132.8,145,17,Very satisfied with my fashion purchase.,0,060
CUS-001775,35.0,Male,Chicago,Silver,21,3230.29,Electronics,2024-03-31,0.27,46.5,123,8,Disappointed with the recent books purchase.,0,060
CUS-001776,51.0,Non-binary,San Francisco,Gold,70,923.18,Beauty,2025-01-14,0.1,5.0,0,4,Fast shipping and excellent toys options!,0,060
CUS-001777,58.0,Female,Los Angeles,Silver,36,576.86,Beauty,2025-01-14,0.36,50.9,59,1,Very satisfied with my beauty purchase.,0,060
CUS-001778,55.0,Male,Miami,Platinum,2,341.01,Electronics,2025-03-25,0.38,108.4,178,9,Fast shipping and excellent home options!,0,060
CUS-001779,62.0,Female,Miami,Gold,26,1069.91,Electronics,2025-01-14,0.65,59.8,242,5,Amazing quality and great customer service in fashion.,0,060
CUS-001780,69.0,Female,Dallas,Silver,66,52.63,Sports,2023-08-16,0.01,106.0,242,9,"Loved the electronics selection, very happy!",0,060
CUS-001781,60.0,Male,Miami,Gold,29,642.37,Home,2024-10-30,0.25,26.1,139,11,Very satisfied with my grocery purchase.,0,060
CUS-001782,69.0,Female,San Francisco,Platinum,20,414.7,Toys,2024-03-31,0.16,5.0,0,10,Fast shipping and excellent beauty options!,0,060
CUS-001783,30.0,Male,San Francisco,Gold,70,631.27,Home,2024-10-31,0.61,97.5,185,3,Amazing quality and great customer service in books.,0,060
CUS-001784,18.0,Male,Houston,Silver,7,52.63,Toys,2024-01-04,0.01,98.4,151,8,"Loved the fashion selection, very happy!",0,060
CUS-001785,46.0,Female,Dallas,Silver,24,2632.52,Fashion,2024-06-28,0.5,89.8,147,7,Had issues with delivery for electronics.,0,060
CUS-001786,66.0,Male,Houston,Platinum,44,2775.46,Sports,2025-01-11,0.36,44.0,51,1,Very satisfied with my books purchase.,0,060
CUS-001787,62.0,Male,Houston,Platinum,19,232.5,Beauty,2025-01-14,0.03,14.1,49,9,Fast shipping and excellent books options!,0,060
CUS-001788,18.0,Female,New York,Gold,2,1646.32,Grocery,2024-06-12,0.65,111.1,345,10,Not satisfied with the toys products.,0,060
CUS-001789,40.0,Female,San Francisco,Gold,13,1198.36,Toys,2023-09-03,0.27,5.0,63,6,Fashion products exceeded my expectations.,0,060
CUS-001790,33.0,Male,Houston,Silver,42,3667.86,Beauty,2025-01-14,0.56,9.7,371,3,Electronics selection could be better.,0,060
CUS-001791,46.0,Female,Houston,Silver,24,52.63,Fashion,2025-01-14,0.14,27.7,173,7,Disappointed with the recent grocery purchase.,0,060
CUS-001792,40.0,Male,Dallas,Silver,22,389.81,Fashion,2024-05-23,0.3,88.3,183,3,"Loved the books selection, very happy!",0,060
CUS-001793,18.0,Male,Miami,Silver,30,5067.84,Toys,2025-03-20,0.01,110.8,276,8,Fast shipping and excellent books options!,0,060
CUS-001794,69.0,Male,Chicago,Silver,18,52.63,Fashion,2025-01-14,0.36,82.6,38,5,Had issues with delivery for electronics.,0,060
CUS-001795,69.0,Male,Chicago,Silver,27,5366.1,Grocery,2024-07-03,0.38,98.2,371,5,Fast shipping and excellent beauty options!,0,060
CUS-001796,69.0,Female,Boston,Silver,18,52.63,Home,2025-05-17,0.35,102.0,214,7,"Loved the sports selection, very happy!",0,060
CUS-001797,45.0,Male,Chicago,Silver,28,466.8,Sports,2024-10-05,0.55,77.4,261,7,Toys products exceeded my expectations.,0,060
CUS-001798,69.0,Female,Miami,Gold,9,441.76,Sports,2025-03-20,0.18,36.6,196,9,"Loved the toys selection, very happy!",0,060
CUS-001799,,Non-binary,Los Angeles,Silver,5,2993.43,Fashion,2025-01-14,0.15,85.8,236,8,Disappointed with the recent home purchase.,0,060
CUS-001800,18.0,Male,San Francisco,Silver,11,375.87,Grocery,2025-03-20,0.01,81.2,223,9,Fast shipping and excellent electronics options!,0,061
CUS-001801,59.0,Male,Chicago,Silver,19,842.07,Books,2025-01-14,0.48,121.7,371,7,Fast shipping and excellent sports options!,0,061
CUS-001802,39.0,Male,Los Angeles,Platinum,2,195.41,Sports,2025-01-14,0.06,12.4,0,8,Had issues with delivery for home.,0,061
CUS-001803,20.0,Male,Houston,Gold,31,52.63,Home,2025-01-11,0.34,93.0,371,8,"Loved the home selection, very happy!",0,061
CUS-001804,67.0,Male,Los Angeles,Silver,16,662.99,Toys,2025-01-14,0.65,94.4,70,5,"Loved the toys selection, very happy!",0,061
CUS-001805,41.0,Male,New York,Silver,2,927.55,Fashion,2024-03-31,0.65,99.8,149,6,Fast shipping and excellent home options!,0,061
CUS-001806,18.0,Female,San Francisco,Gold,21,1186.75,Grocery,2023-09-01,0.48,37.3,138,5,Grocery products exceeded my expectations.,0,061
CUS-001807,69.0,Female,Houston,Gold,45,1209.63,Grocery,2025-03-20,0.55,103.9,233,6,Fast shipping and excellent electronics options!,0,061
CUS-001808,35.0,Female,Houston,Silver,19,630.9,Sports,2023-08-16,0.21,23.2,0,7,Fast shipping and excellent electronics options!,0,061
CUS-001809,18.0,Female,Houston,Gold,2,52.63,Toys,2023-08-16,0.41,61.1,203,16,Fashion products exceeded my expectations.,0,061
CUS-001810,45.0,Male,Houston,Silver,25,52.63,Grocery,2025-03-23,0.51,117.4,360,6,Amazing quality and great customer service in electronics.,0,061
CUS-001811,18.0,Male,Miami,Silver,32,597.68,Books,2025-03-20,0.65,13.1,84,6,Amazing quality and great customer service in fashion.,0,061
CUS-001812,69.0,Female,Dallas,Gold,39,117.56,Home,2024-09-17,0.35,133.4,371,6,"Loved the fashion selection, very happy!",0,061
CUS-001813,18.0,Male,New York,Platinum,9,683.13,Sports,2024-02-06,0.43,5.0,254,5,Had issues with delivery for electronics.,0,061
CUS-001814,69.0,Female,Houston,Platinum,46,316.44,Sports,2025-01-14,0.35,5.0,0,2,Very satisfied with my books purchase.,0,061
CUS-001815,66.0,Male,San Francisco,Silver,5,52.63,Beauty,2025-01-14,0.05,76.5,0,4,Very satisfied with my toys purchase.,0,061
CUS-001816,26.0,Non-binary,Miami,Gold,14,52.63,Home,2025-01-14,0.45,5.0,280,10,"Loved the home selection, very happy!",0,061
CUS-001817,19.0,Male,Miami,Gold,2,492.36,Electronics,2025-04-14,0.2,5.0,125,8,Very satisfied with my beauty purchase.,0,061
CUS-001818,69.0,Male,San Francisco,Silver,25,52.63,Toys,2025-01-14,0.23,89.1,3,3,Had issues with delivery for electronics.,0,061
CUS-001819,18.0,Male,Chicago,Silver,18,734.66,Home,2025-03-29,0.07,22.3,271,8,"Service needs improvement, especially for grocery.",0,061
CUS-001820,36.0,Female,New York,Gold,26,1230.17,Toys,2025-03-20,0.61,5.0,371,6,Disappointed with the recent beauty purchase.,0,061
CUS-001821,69.0,Female,New York,Silver,18,707.95,Electronics,2025-01-14,0.65,103.0,17,2,Had issues with delivery for electronics.,0,061
